Series Name,Series Code,Country Name,Country Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
CO2 emissions (kt),EN.ATM.CO2E.KT,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,161.348,161.348,176.016,176.016,179.683,183.35,201.685,227.354,234.688,245.689,293.36,440.04,469.376
CO2 emissions (kt),EN.ATM.CO2E.KT,Togo,TGO,836.076,865.412,832.409,953.42,1059.763,986.423,1166.106,1536.473,1360.457,1162.439,1232.112,1463.133,1397.127,1338.455,1221.111,1408.128,1683.153,2783.253,2640.24,2464.224,2486.226,2658.575,2621.905
CO2 emissions (kt),EN.ATM.CO2E.KT,Tonga,TON,69.673,84.341,91.675,95.342,77.007,99.009,88.008,110.01,95.342,88.008,102.676,117.344,110.01,113.677,128.345,113.677,121.011,132.012,117.344,102.676,106.343,113.677,121.011
CO2 emissions (kt),EN.ATM.CO2E.KT,Trinidad and Tobago,TTO,19152.741,17971.967,17440.252,17022.214,20590.205,18393.672,19123.405,22544.716,23839.167,26354.729,28620.935,31987.241,33432.039,38151.468,42676.546,45474.467,44385.368,44895.081,47935.024,46933.933,45419.462,46541.564,46273.873
CO2 emissions (kt),EN.ATM.CO2E.KT,Tunisia,TUN,15023.699,16501.5,15940.449,15735.097,16758.19,16945.207,18001.303,18331.333,19922.811,20817.559,20861.563,21246.598,22299.027,22662.06,22992.09,24110.525,24825.59,24788.92,27660.181,26021.032,27003.788,27667.515,28829.954
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkey,TUR,153108.251,159136.799,156848.591,171974.966,188205.108,198535.047,200614.236,196771.22,216151.315,194552.685,205685.697,218523.864,225421.491,237390.579,261614.781,284658.209,283979.814,277844.923,298002.422,320840.498,329560.624,324771.522,345981.45
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkmenistan,TKM,33028.669,28316.574,33534.715,34000.424,30670.788,30623.117,32093.584,37678.425,37539.079,38074.461,39966.633,44601.721,46541.564,48338.394,49511.834,56042.761,56831.166,50340.576,57289.541,62467.345,64872.897,66735.733,68422.553
CO2 emissions (kt),EN.ATM.CO2E.KT,Turks and Caicos Islands,TCA,33.003,40.337,44.004,47.671,47.671,55.005,58.672,66.006,69.673,73.34,99.009,102.676,102.676,121.011,143.013,165.015,179.683,179.683,190.684,190.684,198.018,198.018,205.352
CO2 emissions (kt),EN.ATM.CO2E.KT,Tuvalu,TUV,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,11.001,11.001,11.001,11.001,7.334,11.001,11.001,11.001,7.334,7.334,11.001,11.001,11.001
CO2 emissions (kt),EN.ATM.CO2E.KT,Uganda,UGA,788.405,781.071,707.731,938.752,1059.763,1107.434,1265.115,1312.786,1430.13,1510.804,1558.475,1598.812,1738.158,2170.864,2537.564,2889.596,3190.29,3380.974,3920.023,4264.721,4070.37,4869.776,5229.142
CO2 emissions (kt),EN.ATM.CO2E.KT,Ukraine,UKR,630929.352,539335.026,441767.157,445943.87,412335.815,341196.015,328636.54,332549.229,320902.837,321775.583,318687.969,352431.703,343396.215,333876.683,326429.006,321258.536,311023.939,260100.31,304643.359,286392.7,295791.221,271875.047,227298.995
CO2 emissions (kt),EN.ATM.CO2E.KT,United Arab Emirates,ARE,58136.618,65980.331,73130.981,70641.088,41059.399,41646.119,81495.408,78374.791,112562.232,101414.552,84704.033,106841.712,113240.627,116148.558,123874.927,135627.662,157354.637,167959.601,160812.618,165440.372,176386.367,170706.184,211369.547
CO2 emissions (kt),EN.ATM.CO2E.KT,United Kingdom,GBR,556280.233,545711.939,546738.699,538117.582,551436.126,527343.936,531905.684,530937.596,541784.582,545862.286,528642.054,540006.087,539239.684,542580.321,541458.219,528425.701,520688.331,471719.213,493207.833,447828.708,468572.927,458250.322,419820.162
CO2 emissions (kt),EN.ATM.CO2E.KT,United States,USA,4909533.614,5028674.444,5094354.081,5132919.92,5252112.088,5368715.354,5401010.623,5504669.379,5693684.894,5595794.329,5641309.133,5675701.926,5756075.232,5789727.291,5697285.888,5789030.561,5614110.994,5263505.457,5395532.125,5289680.503,5119436.361,5159160.972,5254279.285
CO2 emissions (kt),EN.ATM.CO2E.KT,Uruguay,URY,5170.47,4466.406,4066.703,4591.084,5441.828,5555.505,5687.517,6725.278,5306.149,5089.796,4620.42,4598.418,5610.51,5775.525,6648.271,6002.879,8265.418,8060.066,6387.914,7763.039,8694.457,7587.023,6747.28
CO2 emissions (kt),EN.ATM.CO2E.KT,Uzbekistan,UZB,111806.83,116232.899,108664.211,103435.069,106170.651,107234.081,119144.497,123035.184,121828.741,123453.222,128348.667,127142.224,126214.473,117248.658,120288.601,120200.593,123900.596,107131.405,104168.469,113684.334,115814.861,103354.395,105213.564
CO2 emissions (kt),EN.ATM.CO2E.KT,Vanuatu,VUT,62.339,62.339,62.339,66.006,84.341,84.341,80.674,84.341,84.341,88.008,84.341,84.341,58.672,58.672,47.671,99.009,95.342,121.011,121.011,132.012,113.677,106.343,154.014
CO2 emissions (kt),EN.ATM.CO2E.KT,"Venezuela, RB",VEN,105972.633,124391.974,129965.814,133350.455,122804.163,133988.513,167339.878,173122.737,152422.522,172587.355,193316.906,192103.129,151733.126,165095.674,169514.409,160786.949,179114.615,179789.343,189070.52,176822.74,198766.068,183922.052,185220.17
CO2 emissions (kt),EN.ATM.CO2E.KT,Vietnam,VNM,21477.619,23006.758,26230.051,29090.311,34667.818,45100.433,47513.319,47693.002,53644.543,61139.891,70806.103,78767.16,90549.231,98143.588,102745.673,104872.533,117993.059,128634.693,142737.975,152169.499,142220.928,147230.05,166910.839
CO2 emissions (kt),EN.ATM.CO2E.KT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,West Bank and Gaza,PSE,..,..,..,..,..,396.036,601.388,649.059,792.072,1349.456,1155.105,1279.783,1866.503,2742.916,2266.206,2324.878,2053.52,2090.19,2035.185,2247.871,2200.2,2438.555,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Yemen, Rep.",YEM,9952.238,8705.458,9064.824,10465.618,10637.967,13358.881,12200.109,13894.263,14642.331,16208.14,15764.433,17304.573,18881.383,20043.822,21316.271,20971.573,22339.364,24561.566,23432.13,19666.121,18668.697,25496.651,22698.73
CO2 emissions (kt),EN.ATM.CO2E.KT,Zambia,ZMB,2456.89,2500.894,2420.22,2170.864,1870.17,2390.884,2313.877,1807.831,1822.499,1906.84,1983.847,2112.192,2145.195,2288.208,2291.875,1928.842,2170.864,2508.228,2691.578,2937.267,3667,3956.693,4503.076
CO2 emissions (kt),EN.ATM.CO2E.KT,Zimbabwe,ZWE,17011.213,16362.154,17795.951,15130.042,14994.363,14407.643,14253.629,15834.106,13923.599,12596.145,11965.421,10656.302,9486.529,10769.979,10447.283,9886.232,7770.373,5603.176,7777.707,9563.536,7792.375,11675.728,12020.426
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Millennium Development Goals,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
